date, pm25, pm10, o3
2016/11/13, 41, 17, 
2016/11/14, 34, 14, 
2016/11/15, 21, 12, 
2016/11/16, 14, 13, 
2016/11/17, 21, 18, 
2016/11/18, 38, 20, 
2016/11/19, 45, 22, 
2016/11/20, 51, 19, 
2016/11/21, 39, 16, 
2016/11/22, 33, 14, 
2016/11/23, 22, 14, 
2016/11/24, 23, 15, 
2016/11/25, 25, 21, 
2016/11/26, 47, 13, 
2016/11/27, 18, 11, 
2016/11/28, 11, 14, 
2016/11/29, 21, 14, 
2016/11/30, 22, 13, 
2016/12/1, 19, 15, 
2016/12/2, 26, 13, 
2016/12/3, 18, 12, 
2016/12/4, 14, 14, 
2016/12/5, 22, 15, 
2016/12/6, 27, 16, 
2016/12/7, 31, 16, 
2016/12/8, 31, 20, 
2016/12/9, 46, 22, 
2016/12/10, 50, 23, 
2016/12/11, 53, 16, 
2016/12/12, 31, 17, 
2016/12/13, 33, 16, 
2016/12/14, 31, 21, 
2016/12/15, 48, 23, 
2016/12/16, 54, 22, 
2016/12/17, 50, 32, 
2016/12/18, 73, 34, 
2016/12/19, 76, 22, 
2016/12/20, 47, 19, 
2016/12/21, 40, 21, 
2016/12/22, 48, 24, 
2016/12/23, 57, 13, 
2016/12/24, 17, 14, 
2016/12/25, 24, 22, 
2016/12/26, 50, 18, 
2016/12/27, 36, 13, 
2016/12/28, 20, 18, 
2016/12/29, 38, 14, 
2016/12/30, 21, 15, 
2016/12/31, 26, 15, 
2017/1/1, 26, 14, 
2016/7/1, 15, 11, 32
2016/7/2, 15, 16, 25
2016/7/3, 38, 12, 23
2016/7/4, 31, 12, 27
2016/7/5, 31, 11, 31
2016/7/6, 29, 12, 23
2016/7/7, 32, 12, 22
2016/7/8, 30, 11, 26
2016/7/9, 28, 11, 26
2016/7/10, 28, 12, 24
2016/7/11, 30, 12, 23
2016/7/12, 32, 12, 20
2016/7/13, 30, 13, 33
2016/7/14, 33, , 
2016/7/20, 34, 14, 47
2016/7/21, 36, 11, 32
2016/7/22, 29, 12, 25
2016/7/23, 30, 12, 34
2016/7/24, 31, 14, 39
2016/7/25, 36, 13, 26
2016/7/26, 33, 14, 30
2016/7/27, 36, 14, 39
2016/7/28, 37, 14, 43
2016/7/29, 37, 13, 33
2016/7/30, 33, 12, 23
2016/7/31, 31, 12, 29
2016/8/1, 32, 12, 27
2016/8/2, 29, 12, 29
2016/8/3, 31, 14, 41
2016/8/4, 36, 14, 36
2016/8/5, 36, 12, 28
2016/8/6, 32, 13, 26
2016/8/7, 32, 12, 28
2016/8/8, 29, , 27
2016/8/12, 32, 17, 48
2016/8/13, 42, 14, 33
2016/8/14, 36, 13, 32
2016/8/15, 33, 13, 32
2016/8/16, 34, 14, 33
2016/8/17, 35, 15, 40
2016/8/18, 40, 14, 31
2016/8/19, 39, 14, 41
2016/8/20, 38, 14, 27
2016/8/21, 35, 12, 28
2016/8/22, 32, 13, 32
2016/8/23, 34, 13, 32
2016/8/24, 35, 13, 33
2016/8/25, 35, 14, 37
2016/8/26, 39, 14, 32
2016/8/27, 37, 11, 28
2016/8/28, 28, 13, 39
2016/8/29, 34, 13, 24
2016/8/30, 33, 12, 21
2016/8/31, 31, 12, 22
2016/9/1, 32, 12, 23
2016/9/2, 30, 11, 26
2016/9/3, 28, 12, 29
2016/9/4, 30, 12, 28
2016/9/5, 30, 12, 17
2016/9/6, 30, 11, 26
2016/9/7, 29, 11, 29
2016/9/8, 29, 12, 28
2016/9/9, 32, 11, 25
2016/9/10, 29, 12, 31
2016/9/11, 31, 12, 24
2016/9/12, 30, 12, 24
2016/9/13, 29, , 39
2016/9/14, 31, , 35
2016/9/15, 36, 13, 30
2016/9/16, 34, 12, 23
2016/9/17, 30, 11, 29
2016/9/18, 28, 12, 24
2016/9/19, 32, 12, 29
2016/9/20, 32, 11, 28
2016/9/21, 25, 11, 26
2016/9/22, 28, , 23
2016/9/23, 30, , 25
2016/9/24, 31, , 17
2016/9/25, 31, 12, 31
2016/9/26, 32, 12, 28
2016/9/27, 31, 13, 27
2016/9/28, 33, 14, 30
2016/9/29, 38, 17, 33
2016/9/30, 45, 13, 29
2016/4/1, 22, 14, 
2016/4/2, 21, 15, 
2016/4/3, 25, 11, 
2016/4/4, 11, 11, 
2016/4/5, 13, 12, 
2016/4/6, 16, 13, 
2016/4/7, 19, 13, 
2016/4/8, 20, 14, 
2016/4/9, 23, 14, 
2016/4/10, 23, 14, 
2016/4/11, 22, 12, 
2016/4/12, 17, 12, 
2016/4/13, 14, 11, 
2016/4/14, 11, 12, 
2016/4/15, 13, 12, 
2016/4/16, 16, 12, 
2016/4/17, 16, 13, 
2016/4/18, 20, 14, 
2016/4/19, 24, 15, 
2016/4/20, 27, 13, 
2016/4/21, 19, 11, 
2016/4/22, 12, , 
2016/4/25, 14, 12, 
2016/4/26, 15, 12, 
2016/4/27, 16, , 
2016/4/28, 19, , 
2016/4/29, 13, , 
2016/4/30, 14, , 
2016/5/1, 17, , 
2016/5/2, 15, 13, 
2016/5/3, 19, 14, 23
2016/5/4, 24, 14, 27
2016/5/5, 20, 14, 37
2016/5/6, 22, 14, 42
2016/5/7, 22, 12, 42
2016/5/8, 14, 12, 35
2016/5/9, 13, 12, 36
2016/5/10, 14, 13, 35
2016/5/11, 17, 13, 51
2016/5/12, 21, 13, 41
2016/5/13, 20, 12, 25
2016/5/14, 16, 11, 27
2016/5/15, 10, 11, 30
2016/5/16, 13, 13, 32
2016/5/17, 19, 13, 33
2016/5/18, 21, 11, 36
2016/5/19, 9, 11, 33
2016/5/20, 11, 11, 25
2016/5/21, 13, 11, 28
2016/5/22, 10, 11, 30
2016/5/23, 11, 12, 28
2016/5/24, 14, 13, 30
2016/5/25, 17, 13, 41
2016/5/26, 18, 11, 40
2016/5/27, 13, 12, 37
2016/5/28, 18, 13, 39
2016/5/29, 18, 13, 41
2016/5/30, 18, 13, 45
2016/5/31, 19, 14, 41
2016/6/1, 19, 12, 32
2016/6/2, 13, 12, 28
2016/6/3, 14, 12, 43
2016/6/4, 16, 13, 44
2016/6/5, 21, 16, 45
2016/6/6, 30, 14, 43
2016/6/7, 25, 13, 39
2016/6/8, 21, 14, 32
2016/6/9, 22, 11, 32
2016/6/10, 11, 11, 33
2016/6/11, 11, 12, 32
2016/6/12, 13, 12, 31
2016/6/13, 13, 11, 29
2016/6/14, 9, 11, 29
2016/6/15, 12, 11, 30
2016/6/16, 11, 12, 29
2016/6/17, 15, 11, 29
2016/6/18, 12, 11, 32
2016/6/19, 11, 11, 41
2016/6/20, 12, , 29
2016/6/22, 15, 11, 26
2016/6/23, 11, 11, 27
2016/6/24, 11, 11, 27
2016/6/25, 13, 12, 36
2016/6/26, 15, 13, 42
2016/6/27, 17, , 40
2016/6/29, 19, 12, 28
2016/6/30, 15, 12, 27
2016/1/4, 53, 29, 
2016/1/5, 67, 33, 
2016/1/6, 75, 31, 
2016/1/7, 71, 19, 
2016/1/8, 42, 19, 
2016/1/9, 44, 18, 
2016/1/10, 40, 16, 
2016/1/11, 29, 24, 
2016/1/12, 57, 19, 
2016/1/13, 37, 13, 
2016/1/14, 19, 14, 
2016/1/15, 21, 18, 
2016/1/16, 39, 16, 
2016/1/17, 33, 19, 
2016/1/18, 43, 18, 
2016/1/19, 37, 13, 
2016/1/20, 17, 16, 
2016/1/21, 33, 16, 
2016/1/22, 32, 14, 
2016/1/23, 25, 11, 
2016/1/24, 12, 13, 
2016/1/25, 18, 21, 
2016/1/26, 46, 26, 
2016/1/27, 61, 22, 
2016/1/28, 45, 12, 
2016/1/29, 15, 12, 
2016/1/30, 15, 12, 
2016/1/31, 16, 12, 
2016/2/1, 16, 15, 
2016/2/2, 28, 19, 
2016/2/3, 42, 20, 
2016/2/4, 45, 17, 
2016/2/5, 35, 13, 
2016/2/6, 21, 16, 
2016/2/7, 32, 16, 
2016/2/8, 32, 17, 
2016/2/9, 34, 23, 
2016/2/10, 52, 28, 
2016/2/11, 64, 29, 
2016/2/12, 65, 13, 
2016/2/13, 20, 12, 
2016/2/14, 17, 11, 
2016/2/15, 11, 11, 
2016/2/16, 13, 13, 
2016/2/17, 20, 12, 
2016/2/18, 17, 13, 
2016/2/19, 20, 13, 
2016/2/20, 20, 17, 
2016/2/21, 33, 14, 
2016/2/22, 23, 13, 
2016/2/23, 17, 14, 
2016/2/24, 24, 16, 
2016/2/25, 31, 21, 
2016/2/26, 48, 20, 
2016/2/27, 38, 12, 
2016/2/28, 17, 13, 
2016/2/29, 18, 15, 
2016/3/1, 25, 13, 
2016/3/2, 18, 12, 
2016/3/3, 17, 14, 
2016/3/4, 21, 14, 
2016/3/5, 24, 12, 
2016/3/6, 13, 11, 
2016/3/7, 12, 15, 
2016/3/8, 28, 15, 
2016/3/9, 27, 13, 
2016/3/10, 18, 14, 
2016/3/11, 22, 14, 
2016/3/12, 24, 12, 
2016/3/13, 13, 11, 
2016/3/14, 11, 11, 
2016/3/15, 11, 12, 
2016/3/16, 17, 12, 
2016/3/17, 14, 12, 
2016/3/18, 15, , 
2016/3/19, 22, , 
2016/3/20, 32, 12, 
2016/3/21, 25, 11, 
2016/3/22, 9, 11, 
2016/3/23, 12, 11, 
2016/3/24, 11, , 
2016/3/31, 20, 14, 
2015/10/1, 38, 13, 
2015/10/2, 35, 13, 
2015/10/3, 33, 15, 
2015/10/4, 41, 15, 
2015/10/5, 31, 16, 
2015/10/6, 33, 16, 
2015/10/7, 33, 21, 
2015/10/8, 47, 20, 
2015/10/9, 44, 12, 
2015/10/10, 17, 11, 
2015/10/11, 11, 12, 
2015/10/12, 14, 12, 
2015/10/13, 14, 12, 
2015/10/14, 15, 13, 
2015/10/15, 17, 13, 
2015/10/16, 21, 16, 
2015/10/17, 31, 13, 
2015/10/18, 19, 12, 
2015/10/19, 14, 11, 
2015/10/20, 10, 12, 
2015/10/21, 15, 12, 
2015/10/22, 17, 13, 
2015/10/23, 21, 16, 
2015/10/24, 31, 18, 
2015/10/25, 41, 13, 
2015/10/26, 22, 13, 
2015/10/27, 18, 16, 
2015/10/28, 32, 14, 
2015/10/29, 21, 13, 
2015/10/30, 17, 12, 
2015/10/31, 14, 12, 
2015/11/1, 15, 12, 
2015/11/2, 13, 12, 
2015/11/3, 16, 13, 
2015/11/4, 17, , 
2015/11/6, 36, 27, 
2015/11/7, 64, 21, 
2015/11/8, 44, 14, 
2015/11/9, 21, 19, 
2015/11/10, 41, 16, 
2015/11/11, 31, 19, 
2015/11/12, 43, 19, 
2015/11/13, 41, 16, 
2015/11/14, 31, 13, 
2015/11/15, 20, 12, 
2015/11/16, 16, 14, 
2015/11/17, 22, 12, 
2015/11/18, 16, 14, 
2015/11/19, 22, 17, 
2015/11/20, 34, 23, 
2015/11/21, 54, 26, 
2015/11/22, 60, 21, 
2015/11/23, 50, 24, 
2015/11/24, 57, 16, 
2015/11/25, 32, 15, 
2015/11/26, 28, , 
2015/11/28, 59, 25, 
2015/11/29, 59, 25, 
2015/11/30, 59, 31, 
2015/12/1, 72, 25, 
2015/12/2, 59, 30, 
2015/12/3, 69, 22, 
2015/12/4, 46, 22, 
2015/12/5, 50, 19, 
2015/12/6, 43, 14, 
2015/12/7, 20, , 
2015/12/8, 19, 11, 
2015/12/9, 12, , 
2015/12/10, 16, , 
2015/12/11, 22, , 
2015/12/12, 18, , 
2015/12/13, 13, , 
2015/12/14, 11, , 
2015/12/15, 14, , 
2015/12/16, 16, , 
2015/12/17, 26, 21, 
2015/12/18, 42, 18, 
2015/12/19, 39, 16, 
2015/12/20, 30, 12, 
2015/12/21, 14, 11, 
2015/12/22, 12, 11, 
2015/12/23, 13, 12, 
2015/12/24, 14, 12, 
2015/12/25, 14, 16, 
2015/12/26, 28, 22, 
2015/12/27, 53, 24, 
2015/12/28, 57, 26, 
2015/12/29, 60, 21, 
2015/12/30, 49, 16, 
2015/12/31, 30, , 
2016/1/3, 40, 22, 
2015/7/1, 39, 16, 
2015/7/2, 42, 16, 
2015/7/3, 41, 14, 
2015/7/4, 37, 17, 
2015/7/5, 46, 14, 
2015/7/6, 38, 13, 
2015/7/7, 33, 17, 
2015/7/8, 44, 25, 
2015/7/9, 60, 16, 
2015/7/10, 42, 15, 
2015/7/11, 41, 12, 
2015/7/12, 31, 12, 
2015/7/13, 32, 12, 
2015/7/14, 30, 13, 
2015/7/15, 32, 12, 
2015/7/16, 31, 13, 
2015/7/17, 31, , 
2015/7/18, 33, , 
2015/7/19, 38, , 
2015/7/20, 32, 12, 
2015/7/21, 31, 12, 
2015/7/22, 32, 12, 
2015/7/23, 30, 13, 
2015/7/24, 33, 12, 
2015/7/25, 32, 11, 
2015/7/26, 29, 11, 
2015/7/27, 28, 12, 
2015/7/28, 31, , 
2015/7/29, 31, 13, 
2015/7/30, 34, 13, 
2015/7/31, 35, 13, 
2015/8/1, 33, 17, 
2015/8/2, 44, 15, 
2015/8/3, 41, 12, 
2015/8/4, 30, 12, 
2015/8/5, 31, 12, 
2015/8/6, 31, 13, 
2015/8/7, 34, 12, 
2015/8/8, 31, 11, 
2015/8/9, 29, 15, 
2015/8/10, 39, 21, 
2015/8/11, 53, 22, 
2015/8/12, 56, 25, 
2015/8/13, 60, 20, 
2015/8/14, 52, 16, 
2015/8/15, 43, 32, 
2015/8/16, 71, 41, 
2015/8/17, 84, 38, 
2015/8/18, 81, 44, 
2015/8/19, 95, 15, 
2015/8/20, 40, 12, 
2015/8/21, 30, 56, 
2015/8/22, 105, 61, 
2015/8/23, 131, 40, 
2015/8/24, 88, 18, 
2015/8/25, 47, 30, 
2015/8/26, 70, 19, 
2015/8/27, 50, 15, 
2015/8/28, 40, 13, 
2015/8/29, 33, 12, 
2015/8/30, 30, 13, 
2015/8/31, 33, 13, 
2015/9/1, 33, 11, 
2015/9/2, 29, 11, 
2015/9/3, 29, 11, 
2015/9/4, 28, 12, 
2015/9/5, 30, 11, 
2015/9/6, 28, 12, 
2015/9/7, 31, 12, 
2015/9/8, 31, 12, 
2015/9/9, 29, 12, 
2015/9/10, 33, 14, 
2015/9/11, 38, 16, 
2015/9/12, 43, 13, 
2015/9/13, 33, 12, 
2015/9/14, 29, 12, 
2015/9/15, 29, 12, 
2015/9/16, 30, 11, 
2015/9/17, 28, 12, 
2015/9/18, 29, 12, 
2015/9/19, 29, 12, 
2015/9/20, 31, 11, 
2015/9/21, 28, 12, 
2015/9/22, 29, 12, 
2015/9/23, 30, 13, 
2015/9/24, 33, 12, 
2015/9/25, 32, 12, 
2015/9/26, 29, 12, 
2015/9/27, 30, 13, 
2015/9/28, 34, 14, 
2015/9/29, 37, 16, 
2015/9/30, 41, 14, 
2015/4/1, 10, 11, 
2015/4/2, 11, 13, 
2015/4/3, 18, 12, 
2015/4/4, 15, 12, 
2015/4/5, 15, 11, 
2015/4/6, 11, 11, 
2015/4/7, 10, 11, 
2015/4/8, 10, 11, 
2015/4/9, 10, 11, 
2015/4/10, 13, 10, 
2015/4/11, 8, 11, 
2015/4/12, 11, 11, 
2015/4/13, 13, 10, 
2015/4/14, 8, 10, 
2015/4/15, 9, 11, 
2015/4/16, 10, 11, 
2015/4/17, 11, 12, 
2015/4/18, 17, 13, 
2015/4/19, 21, 14, 
2015/4/20, 24, 13, 
2015/4/21, 21, , 
2015/4/23, 13, , 
2015/4/24, 7, , 
2015/4/25, 7, , 
2015/4/26, 10, , 
2015/4/27, 10, 11, 
2015/4/28, 12, 10, 
2015/4/29, 9, 12, 
2015/4/30, 16, 14, 
2015/5/1, 23, 12, 
2015/5/2, 16, 12, 
2015/5/3, 18, 13, 
2015/5/4, 19, 11, 
2015/5/5, 11, 10, 
2015/5/6, 7, 10, 
2015/5/7, 9, 12, 
2015/5/8, 15, 13, 
2015/5/9, 21, 13, 
2015/5/10, 20, 10, 
2015/5/11, 9, 10, 
2015/5/12, 8, 10, 
2015/5/13, 6, 10, 
2015/5/14, 9, 11, 
2015/5/15, 11, 11, 
2015/5/16, 10, 12, 
2015/5/17, 14, 13, 
2015/5/18, 19, 13, 
2015/5/19, 17, , 
2015/5/20, 17, , 
2015/5/21, 24, , 
2015/5/22, 18, , 
2015/5/23, 13, , 
2015/5/24, 11, , 
2015/5/25, 17, 12, 
2015/5/26, 16, 12, 
2015/5/27, 16, 13, 
2015/5/28, 19, 14, 
2015/5/29, 24, 13, 
2015/5/30, 21, 13, 
2015/5/31, 17, 12, 
2015/6/1, 14, 10, 
2015/6/2, 6, , 
2015/6/3, 6, 10, 
2015/6/4, 10, 11, 
2015/6/5, 13, 12, 
2015/6/6, 17, 13, 
2015/6/7, 20, 14, 
2015/6/8, 24, 12, 
2015/6/9, 17, 12, 
2015/6/10, 17, 12, 
2015/6/11, 17, 11, 
2015/6/12, 11, 11, 
2015/6/13, 13, 12, 
2015/6/14, 15, 12, 
2015/6/15, 16, 13, 
2015/6/16, 18, , 
2015/6/17, 21, , 
2015/6/18, 28, 10, 
2015/6/19, 26, 11, 
2015/6/20, 27, 89, 
2015/6/21, 149, 69, 
2015/6/22, 118, 14, 
2015/6/23, 36, 12, 
2015/6/24, 31, 12, 
2015/6/25, 30, 13, 
2015/6/26, 35, 17, 
2015/6/27, 45, 19, 
2015/6/28, 51, 17, 
2015/6/29, 45, 15, 
2015/6/30, 39, 15, 
2015/1/1, 40, 21, 
2015/1/2, 50, 26, 
2015/1/3, 61, 35, 
2015/1/4, 78, 19, 
2015/1/5, 35, 17, 
2015/1/6, 36, 19, 
2015/1/7, 44, 18, 
2015/1/8, 38, , 
2015/1/15, 29, 13, 
2015/1/16, 32, 16, 
2015/1/17, 35, 12, 
2015/1/18, 19, 12, 
2015/1/19, 15, 14, 
2015/1/20, 25, , 
2015/1/25, 26, 15, 
2015/1/26, 27, 13, 
2015/1/27, 18, , 
2015/1/28, 13, , 
2015/1/29, 17, 13, 
2015/1/30, 21, 12, 
2015/1/31, 17, 15, 
2015/2/1, 26, 12, 
2015/2/2, 15, 18, 
2015/2/3, 39, 17, 
2015/2/4, 36, 18, 
2015/2/5, 40, 23, 
2015/2/6, 54, 12, 
2015/2/7, 15, 12, 
2015/2/8, 16, 16, 
2015/2/9, 30, 11, 
2015/2/10, 12, 15, 
2015/2/11, 26, 17, 
2015/2/12, 35, 21, 
2015/2/13, 47, 14, 
2015/2/14, 23, 12, 
2015/2/15, 17, 66, 
2015/2/16, 118, 119, 
2015/2/17, 211, , 
2015/2/18, 19, , 
2015/2/19, 17, , 
2015/2/20, 8, 11, 
2015/2/21, 13, 12, 
2015/2/22, 14, 13, 
2015/2/23, 21, 13, 
2015/2/24, 20, 11, 
2015/2/25, 11, 11, 
2015/2/26, 11, 12, 
2015/2/27, 16, 13, 
2015/2/28, 19, 14, 
2015/3/1, 23, 15, 
2015/3/2, 26, 13, 
2015/3/3, 19, 13, 
2015/3/4, 21, 15, 
2015/3/5, 27, 14, 
2015/3/6, 23, 13, 
2015/3/7, 21, 14, 
2015/3/8, 26, , 
2015/3/9, 23, , 
2015/3/10, 28, , 
2015/3/11, 18, 10, 
2015/3/12, 10, 12, 
2015/3/13, 15, 13, 
2015/3/14, 18, 13, 
2015/3/15, 20, 11, 
2015/3/16, 10, 12, 
2015/3/17, 14, , 
2015/3/18, 10, 12, 
2015/3/19, 14, 15, 
2015/3/20, 27, 10, 
2015/3/21, 9, 12, 
2015/3/22, 14, 11, 
2015/3/23, 11, 10, 
2015/3/24, 7, 13, 
2015/3/25, 17, 13, 
2015/3/26, 20, 12, 
2015/3/27, 16, 10, 
2015/3/28, 8, 11, 
2015/3/29, 12, 12, 
2015/3/30, 14, 10, 
2015/3/31, 7, 11, 
2014/10/1, 13, 13, 
2014/10/2, 18, 13, 
2014/10/3, 19, 13, 
2014/10/4, 18, 11, 
2014/10/5, 13, 12, 
2014/10/6, 15, 12, 
2014/10/7, 16, 11, 
2014/10/8, 13, 12, 
2014/10/9, 16, 15, 
2014/10/10, 26, 12, 
2014/10/11, 15, 11, 
2014/10/12, 12, 12, 
2014/10/13, 14, 11, 
2014/10/14, 11, 13, 
2014/10/15, 19, 11, 
2014/10/16, 9, 11, 
2014/10/17, 13, 14, 
2014/10/18, 22, 15, 
2014/10/19, 27, 14, 
2014/10/20, 22, 14, 
2014/10/21, 23, 16, 
2014/10/22, 32, 11, 
2014/10/23, 11, 17, 
2014/10/24, 35, 18, 
2014/10/25, 39, 10, 
2014/10/26, 9, 11, 
2014/10/27, 11, 14, 
2014/10/28, 25, 17, 
2014/10/29, 36, 23, 
2014/10/30, 53, 15, 
2014/10/31, 27, 12, 
2014/11/1, 16, 11, 
2014/11/2, 12, 14, 
2014/11/3, 22, 14, 
2014/11/4, 24, 41, 
2014/11/5, 95, 37, 
2014/11/6, 79, 14, 
2014/11/7, 23, 20, 
2014/11/8, 47, 14, 
2014/11/9, 25, 12, 
2014/11/10, 15, 15, 
2014/11/11, 26, 12, 
2014/11/12, 15, 16, 
2014/11/13, 33, 18, 
2014/11/14, 40, 20, 
2014/11/15, 47, 22, 
2014/11/16, 52, 23, 
2014/11/17, 55, 25, 
2014/11/18, 58, 33, 
2014/11/19, 75, 42, 
2014/11/20, 92, 36, 
2014/11/21, 81, 14, 
2014/11/22, 22, 11, 
2014/11/23, 11, 14, 
2014/11/24, 24, 11, 
2014/11/25, 12, 14, 
2014/11/26, 23, 13, 
2014/11/27, 19, 12, 
2014/11/28, 16, 11, 
2014/11/29, 10, 15, 
2014/11/30, 26, 18, 
2014/12/1, 41, 22, 
2014/12/2, 52, 21, 
2014/12/3, 49, 23, 
2014/12/4, 55, 29, 
2014/12/5, 66, 19, 
2014/12/6, 41, 16, 
2014/12/7, 30, 17, 
2014/12/8, 34, 20, 
2014/12/9, 45, 21, 
2014/12/10, 47, 14, 
2014/12/11, 24, 11, 
2014/12/12, 11, 15, 
2014/12/13, 27, 17, 
2014/12/14, 34, 17, 
2014/12/15, 35, 20, 
2014/12/16, 47, 21, 
2014/12/17, 50, 18, 
2014/12/18, 37, 18, 
2014/12/19, 41, 15, 
2014/12/20, 29, 12, 
2014/12/21, 14, 12, 
2014/12/22, 15, 15, 
2014/12/23, 26, 12, 
2014/12/24, 16, 11, 
2014/12/25, 12, 13, 
2014/12/26, 21, 16, 
2014/12/27, 31, 11, 
2014/12/28, 10, , 
2014/7/1, 12, 13, 
2014/7/2, 17, 11, 
2014/7/3, 12, 11, 
2014/7/4, 12, 13, 
2014/7/5, 18, 11, 
2014/7/6, 13, 12, 
2014/7/7, 14, , 
2014/7/9, 16, 12, 
2014/7/10, 16, 13, 
2014/7/11, 18, 14, 
2014/7/12, 22, 18, 
2014/7/13, 40, 16, 
2014/7/14, 32, 17, 
2014/7/15, 38, 16, 
2014/7/16, 32, 12, 
2014/7/17, 15, 12, 
2014/7/18, 15, 11, 
2014/7/19, 12, 10, 
2014/7/20, 8, 11, 
2014/7/21, 9, 13, 
2014/7/22, 20, 12, 
2014/7/23, 16, 11, 
2014/7/24, 10, 11, 
2014/7/25, 10, 11, 
2014/7/26, 12, , 
2014/7/30, 17, 13, 
2014/7/31, 22, 15, 
2014/8/1, 28, 16, 
2014/8/2, 33, 17, 
2014/8/3, 36, 21, 
2014/8/4, 48, 13, 
2014/8/5, 18, 13, 
2014/8/6, 21, 13, 
2014/8/7, 20, 21, 
2014/8/8, 40, 15, 
2014/8/9, 28, 16, 
2014/8/10, 32, 24, 
2014/8/11, 56, 19, 
2014/8/12, 43, 15, 
2014/8/13, 29, 12, 
2014/8/14, 14, 15, 
2014/8/15, 26, 15, 
2014/8/16, 29, 17, 
2014/8/17, 34, 18, 
2014/8/18, 39, 16, 
2014/8/19, 30, 11, 
2014/8/20, 13, 11, 
2014/8/21, 12, 12, 
2014/8/22, 17, 14, 
2014/8/23, 22, 14, 
2014/8/24, 25, 12, 
2014/8/25, 17, 13, 
2014/8/26, 20, 15, 
2014/8/27, 29, 11, 
2014/8/28, 9, 11, 
2014/8/29, 10, 11, 
2014/8/30, 10, 11, 
2014/8/31, 12, 12, 
2014/9/1, 13, 11, 
2014/9/2, 11, 11, 
2014/9/3, 11, 11, 
2014/9/4, 11, 11, 
2014/9/5, 12, 12, 
2014/9/6, 14, 14, 
2014/9/7, 22, 13, 
2014/9/8, 19, 11, 
2014/9/9, 10, 12, 
2014/9/10, 14, 10, 
2014/9/11, 9, 12, 
2014/9/12, 14, 13, 
2014/9/13, 18, 12, 
2014/9/14, 17, 13, 
2014/9/15, 18, 25, 
2014/9/16, 54, 21, 
2014/9/17, 50, 17, 
2014/9/18, 34, 13, 
2014/9/19, 18, 11, 
2014/9/20, 13, 13, 
2014/9/21, 17, 15, 
2014/9/22, 29, 17, 
2014/9/23, 38, 13, 
2014/9/24, 21, 12, 
2014/9/25, 15, 11, 
2014/9/26, 12, 11, 
2014/9/27, 12, 11, 
2014/9/28, 13, 12, 
2014/9/29, 14, 10, 
2014/9/30, 9, 11, 
2014/4/1, 11, 11, 
2014/4/2, 11, 12, 
2014/4/3, 18, 11, 
2014/4/4, 12, 12, 
2014/4/5, 15, 11, 
2014/4/6, 10, 13, 
2014/4/7, 19, 12, 
2014/4/8, 16, 10, 
2014/4/9, 9, 12, 
2014/4/10, 13, 12, 
2014/4/11, 16, 12, 
2014/4/12, 15, 13, 
2014/4/13, 18, 12, 
2014/4/14, 15, 11, 
2014/4/15, 12, 12, 
2014/4/16, 17, 15, 
2014/4/17, 27, 11, 
2014/4/18, 11, 12, 
2014/4/19, 16, 12, 
2014/4/20, 17, 14, 
2014/4/21, 23, 11, 
2014/4/22, 11, 11, 
2014/4/23, 13, 11, 
2014/4/24, 12, 11, 
2014/4/25, 9, 10, 
2014/4/26, 9, 10, 
2014/4/27, 9, 11, 
2014/4/28, 13, 12, 
2014/4/29, 16, 12, 
2014/4/30, 15, 12, 
2014/5/1, 17, 13, 
2014/5/2, 18, 11, 
2014/5/3, 10, 10, 
2014/5/4, 7, 10, 
2014/5/5, 9, 11, 
2014/5/6, 11, 12, 
2014/5/7, 17, 15, 
2014/5/8, 27, 10, 
2014/5/9, 7, 10, 
2014/5/10, 7, 10, 
2014/5/11, 8, , 
2014/5/15, 27, 14, 
2014/5/16, 23, 13, 
2014/5/17, 19, 11, 
2014/5/18, 11, 10, 
2014/5/19, 9, 11, 
2014/5/20, 13, 13, 
2014/5/21, 20, 13, 
2014/5/22, 17, 12, 
2014/5/23, 16, 11, 
2014/5/24, 11, 12, 
2014/5/25, 15, , 
2014/5/28, 11, 12, 
2014/5/29, 13, 13, 
2014/5/30, 19, 14, 
2014/5/31, 24, 14, 
2014/6/1, 22, 14, 
2014/6/2, 24, 13, 
2014/6/3, 20, 13, 
2014/6/4, 21, 13, 
2014/6/5, 18, 13, 
2014/6/6, 18, 12, 
2014/6/7, 15, 11, 
2014/6/8, 13, 11, 
2014/6/9, 11, 11, 
2014/6/10, 11, 12, 
2014/6/11, 14, 12, 
2014/6/12, 14, 11, 
2014/6/13, 11, 13, 
2014/6/14, 21, 12, 
2014/6/15, 16, 11, 
2014/6/16, 9, 10, 
2014/6/17, 9, 11, 
2014/6/18, 12, 12, 
2014/6/19, 16, 11, 
2014/6/20, 9, 12, 
2014/6/21, 15, 12, 
2014/6/22, 16, 13, 
2014/6/23, 21, 11, 
2014/6/24, 12, 11, 
2014/6/25, 13, 11, 
2014/6/26, 10, 10, 
2014/6/27, 9, 10, 
2014/6/28, 8, 10, 
2014/6/29, 8, 11, 
2014/6/30, 9, 11, 
2014/2/24, 18, 13, 
2014/2/25, 20, 16, 
2014/2/26, 30, 18, 
2014/2/27, 39, 22, 
2014/2/28, 51, , 
2014/3/3, 51, 14, 
2014/3/4, 25, 20, 
2014/3/5, 46, 12, 
2014/3/6, 16, , 
2014/3/10, 8, 13, 
2014/3/11, 17, 14, 
2014/3/12, 22, 13, 
