date, pm25, pm10, o3
2019/10/14, 28, , 
2019/10/15, 33, , 
2019/10/16, 53, , 
2019/10/17, 22, , 
2019/10/18, 23, , 
2019/10/19, 15, , 
2019/10/20, 17, , 
2019/10/21, 28, , 
2019/10/22, 26, , 
2019/10/23, 28, , 
2019/10/24, 39, , 
2019/10/25, 30, , 
2019/10/26, 17, , 
2019/10/27, 17, , 
2019/10/28, 21, , 
2019/10/29, 15, , 
2019/10/30, 22, , 
2019/10/31, 34, , 
2019/11/1, 47, , 
2019/11/2, 61, , 
2019/11/3, 58, , 
2019/11/4, 53, , 
2019/11/5, 59, , 
2019/11/6, 77, , 
2019/11/7, 65, , 
2019/11/8, 70, , 
2019/11/9, 54, , 
2019/11/10, 49, , 
2019/11/11, 81, , 
2019/11/12, 57, , 
2019/11/13, 61, , 
2019/11/14, 54, , 
2019/11/15, 47, , 
2019/11/16, 30, , 
2019/11/17, 31, , 
2019/11/18, 27, , 
2019/11/19, 22, , 
2019/11/20, 26, , 
2019/11/21, 31, , 
2019/11/22, 48, , 
2019/11/23, 57, , 
2019/11/24, 21, , 
2019/11/25, 16, , 
2019/11/26, 21, , 
2019/11/27, 20, , 
2019/11/28, 29, , 
2019/11/29, 29, , 
2019/11/30, 36, , 
2019/12/1, 47, , 
2019/12/2, 56, , 
2019/12/3, 78, , 
2019/12/4, 89, , 
2019/12/5, 76, , 
2019/12/6, 76, , 
2019/12/7, 64, , 
2019/12/8, 46, , 
2019/12/9, 21, , 
2019/12/10, 27, , 
2019/12/11, 42, , 
2019/12/12, 34, , 
2019/12/13, 31, , 
2019/12/14, 33, , 
2019/12/15, 24, , 
2019/12/16, 36, , 
2019/12/17, 53, , 
2019/12/18, 64, , 
2019/12/19, 72, , 
2019/12/20, 49, , 
2019/12/21, 18, , 
2019/12/22, 28, , 
2019/12/23, 16, , 
2019/12/24, 29, , 
2019/12/25, 42, , 
2019/12/26, 51, , 
2019/12/27, 97, , 
2019/12/28, 87, , 
2019/12/29, 79, , 
2019/7/1, 21, , 
2019/7/2, 13, , 
2019/7/3, 13, , 
2019/7/4, 21, , 
2019/7/5, 30, , 
2019/7/6, 19, , 
2019/7/7, 17, , 
2019/7/8, 24, , 
2019/7/9, 29, , 
2019/7/10, 19, , 
2019/7/11, 12, , 
2019/7/12, 15, , 
2019/7/13, 17, , 
2019/7/14, 15, , 
2019/7/15, 17, , 
2019/7/16, 18, , 
2019/7/17, 16, , 
2019/7/18, 16, , 
2019/7/19, 19, , 
2019/7/20, 23, , 
2019/7/21, 23, , 
2019/7/22, 25, , 
2019/7/23, 21, , 
2019/7/24, 17, , 
2019/7/25, 22, , 
2019/7/26, 24, , 
2019/7/27, 15, , 
2019/7/28, 22, , 
2019/7/29, 21, , 
2019/7/30, 19, , 
2019/7/31, 22, , 
2019/8/1, 25, , 
2019/8/2, 14, , 
2019/8/3, 21, , 
2019/8/4, 37, , 
2019/8/5, 53, , 
2019/8/6, 49, , 
2019/8/7, 45, , 
2019/8/8, 25, , 
2019/8/9, 21, , 
2019/8/10, 27, , 
2019/8/11, 22, , 
2019/8/12, 23, , 
2019/8/13, 25, , 
2019/8/14, 24, , 
2019/8/15, 23, , 
2019/8/16, 26, , 
2019/8/17, 20, , 
2019/8/18, 21, , 
2019/8/19, 20, , 
2019/8/20, 29, , 
2019/8/21, 22, , 
2019/8/22, 18, , 
2019/8/23, 24, , 
2019/8/24, 27, , 
2019/8/25, 19, , 
2019/8/26, 23, , 
2019/8/27, 22, , 
2019/8/28, 28, , 
2019/8/29, 31, , 
2019/8/30, 24, , 
2019/8/31, 23, , 
2019/9/1, 21, , 
2019/9/2, 21, , 
2019/9/3, 24, , 
2019/9/4, 24, , 
2019/9/5, 25, , 
2019/9/6, 27, , 
2019/9/7, 28, , 
2019/9/8, 13, , 
2019/9/9, 15, , 
2019/9/10, 14, , 
2019/9/11, 15, , 
2019/9/12, 18, , 
2019/9/13, 16, , 
2019/9/14, 18, , 
2019/9/15, 17, , 
2019/9/16, 15, , 
2019/9/17, 16, , 
2019/9/18, 14, , 
2019/9/19, 16, , 
2019/9/20, 16, , 
2019/9/21, 20, , 
2019/9/22, 22, , 
2019/9/23, 18, , 
2019/9/24, 17, , 
2019/9/25, 23, , 
2019/9/26, 18, , 
2019/9/27, 17, , 
2019/9/28, 14, , 
2019/9/29, 16, , 
2019/9/30, 20, , 
2019/4/1, 23, , 
2019/4/2, 23, , 
2019/4/3, 19, , 
2019/4/4, 17, , 
2019/4/5, 16, , 
2019/4/6, 17, , 
2019/4/7, 17, , 
2019/4/8, 23, , 
2019/4/9, 11, , 
2019/4/10, 10, , 
2019/4/11, 11, , 
2019/4/12, 11, , 
2019/4/13, 13, , 
2019/4/14, 17, , 
2019/4/15, 14, , 
2019/4/16, 17, , 
2019/4/17, 11, , 
2019/4/18, 14, , 
2019/4/19, 15, , 
2019/4/20, 13, , 
2019/4/21, 18, , 
2019/4/22, 20, , 
2019/4/23, 18, , 
2019/4/24, 17, , 
2019/4/25, 24, , 
2019/4/26, 24, , 
2019/4/27, 14, , 
2019/4/28, 15, , 
2019/4/29, 16, , 
2019/4/30, 18, , 
2019/5/1, 18, , 
2019/5/2, 18, , 
2019/5/3, 16, , 
2019/5/4, 15, , 
2019/5/6, 16, , 
2019/5/7, 18, , 
2019/5/8, 21, , 
2019/5/9, 18, , 
2019/5/10, 18, , 
2019/5/11, 24, , 
2019/5/12, 17, , 
2019/5/13, 19, , 
2019/5/14, 16, , 
2019/5/15, 22, , 
2019/5/16, 27, , 
2019/5/17, 13, , 
2019/5/18, 14, , 
2019/5/19, 13, , 
2019/5/20, 14, , 
2019/5/21, 14, , 
2019/5/22, 18, , 
2019/5/23, 19, , 
2019/5/24, 17, , 
2019/5/25, 12, , 
2019/5/26, 14, , 
2019/5/27, 22, , 
2019/5/28, 25, , 
2019/5/29, 47, , 
2019/5/30, 36, , 
2019/5/31, 39, , 
2019/6/1, 30, , 
2019/6/2, 17, , 
2019/6/3, 15, , 
2019/6/4, 14, , 
2019/6/5, 16, , 
2019/6/6, 13, , 
2019/6/7, 11, , 
2019/6/8, 12, , 
2019/6/9, 14, , 
2019/6/10, 16, , 
2019/6/11, 16, , 
2019/6/13, 18, , 
2019/6/14, 14, , 
2019/6/15, 17, , 
2019/6/16, 20, , 
2019/6/17, 36, , 
2019/6/18, 13, , 
2019/6/19, 15, , 
2019/6/20, 13, , 
2019/6/21, 18, , 
2019/6/22, 14, , 
2019/6/23, 16, , 
2019/6/24, 17, , 
2019/6/25, 28, , 
2019/6/26, 20, , 
2019/6/27, 11, , 
2019/6/28, 12, , 
2019/6/29, 16, , 
2019/6/30, 19, , 
2019/1/1, 37, , 
2019/1/2, 42, , 
2019/1/3, 48, , 
2019/1/4, 34, , 
2019/1/5, 37, , 
2019/1/6, 25, , 
2019/1/7, 18, , 
2019/1/8, 35, , 
2019/1/9, 39, , 
2019/1/10, 60, , 
2019/1/11, 52, , 
2019/1/12, 47, , 
2019/1/13, 34, , 
2019/1/14, 24, , 
2019/1/15, 36, , 
2019/1/16, 56, , 
2019/1/17, 58, , 
2019/1/18, 52, , 
2019/1/19, 34, , 
2019/1/20, 25, , 
2019/1/21, 14, , 
2019/1/22, 35, , 
2019/1/23, 20, , 
2019/1/24, 16, , 
2019/1/25, 21, , 
2019/1/26, 39, , 
2019/1/27, 33, , 
2019/1/28, 39, , 
2019/1/29, 41, , 
2019/1/30, 45, , 
2019/1/31, 59, , 
2019/2/1, 78, , 
2019/2/2, 60, , 
2019/2/3, 24, , 
2019/2/4, 15, , 
2019/2/5, 30, , 
2019/2/6, 48, , 
2019/2/7, 55, , 
2019/2/8, 57, , 
2019/2/9, 42, , 
2019/2/10, 33, , 
2019/2/11, 33, , 
2019/2/12, 54, , 
2019/2/13, 56, , 
2019/2/14, 38, , 
2019/2/15, 50, , 
2019/2/16, 67, , 
2019/2/17, 26, , 
2019/2/18, 49, , 
2019/2/19, 16, , 
2019/2/20, 34, , 
2019/2/21, 60, , 
2019/2/22, 49, , 
2019/2/23, 19, , 
2019/2/24, 42, , 
2019/2/25, 30, , 
2019/2/26, 35, , 
2019/2/27, 27, , 
2019/2/28, 35, , 
2019/3/1, 59, , 
2019/3/2, 69, , 
2019/3/3, 41, , 
2019/3/4, 29, , 
2019/3/5, 32, , 
2019/3/6, 47, , 
2019/3/7, 44, , 
2019/3/8, 30, , 
2019/3/9, 53, , 
2019/3/10, 39, , 
2019/3/11, 36, , 
2019/3/12, 36, , 
2019/3/13, 12, , 
2019/3/14, 18, , 
2019/3/15, 28, , 
2019/3/16, 48, , 
2019/3/17, 52, , 
2019/3/18, 40, , 
2019/3/19, 43, , 
2019/3/20, 36, , 
2019/3/21, 20, , 
2019/3/22, 16, , 
2019/3/23, 13, , 
2019/3/24, 17, , 
2019/3/25, 20, , 
2019/3/26, 12, , 
2019/3/27, 22, , 
2019/3/28, 22, , 
2019/3/29, 15, , 
2019/3/30, 17, , 
2019/3/31, 20, , 
2018/10/1, 30, , 
2018/10/25, 34, , 
2018/10/26, 24, , 
2018/10/27, 15, , 
2018/10/28, 13, , 
2018/10/29, 13, , 
2018/10/30, 19, , 
2018/10/31, 18, , 
2018/11/1, 14, , 
2018/11/2, 11, , 
2018/11/3, 24, , 
2018/11/4, 17, , 
2018/11/5, 12, , 
2018/11/6, 12, , 
2018/11/7, 14, , 
2018/11/8, 22, , 
2018/11/9, 28, , 
2018/11/10, 28, , 
2018/11/11, 44, , 
2018/11/12, 52, , 
2018/11/13, 56, , 
2018/11/14, 59, , 
2018/11/15, 42, , 
2018/11/16, 37, , 
2018/11/17, 40, , 
2018/11/18, 51, , 
2018/11/19, 58, , 
2018/11/20, 76, , 
2018/11/21, 75, , 
2018/11/22, 73, , 
2018/11/23, 33, , 
2018/11/24, 21, , 
2018/11/25, 36, , 
2018/11/26, 43, , 
2018/11/27, 63, , 
2018/11/28, 54, , 
2018/11/29, 38, , 
2018/11/30, 27, , 
2018/12/1, 26, , 
2018/12/2, 20, , 
2018/12/3, 27, , 
2018/12/4, 39, , 
2018/12/5, 42, , 
2018/12/6, 34, , 
2018/12/7, 46, , 
2018/12/8, 55, , 
2018/12/9, 57, , 
2018/12/10, 58, , 
2018/12/11, 53, , 
2018/12/12, 15, , 
2018/12/13, 36, , 
2018/12/14, 29, , 
2018/12/15, 20, , 
2018/12/16, 32, , 
2018/12/17, 43, , 
2018/12/18, 28, , 
2018/12/19, 23, , 
2018/12/20, 22, , 
2018/12/21, 22, , 
2018/12/22, 27, , 
2018/12/23, 41, , 
2018/12/24, 30, , 
2018/12/25, 23, , 
2018/12/26, 31, , 
2018/12/27, 25, , 
2018/12/28, 47, , 
2018/12/29, 22, , 
2018/12/30, 10, , 
2018/7/1, 11, , 2
2018/7/2, 11, , 
2018/7/3, 13, , 
2018/7/4, 20, , 
2018/7/5, 41, , 
2018/7/6, 31, , 
2018/7/7, 29, , 
2018/7/8, 31, , 
2018/7/9, 36, , 9
2018/7/10, 30, , 23
2018/7/11, 30, , 32
2018/7/12, 33, , 40
2018/7/13, 36, , 30
2018/7/14, 36, , 34
2018/7/15, 38, , 46
2018/7/16, 46, , 39
2018/7/17, 42, , 16
2018/7/18, 33, , 21
2018/7/19, 31, , 21
2018/7/20, 32, , 23
2018/7/21, 34, , 30
2018/7/22, 37, , 38
2018/7/23, 42, , 42
2018/7/24, 38, , 41
2018/7/25, 39, , 35
2018/7/26, 39, , 26
2018/7/27, 36, , 29
2018/7/28, 40, , 38
2018/7/29, 47, , 42
2018/7/30, 57, , 33
2018/7/31, 47, , 30
2018/8/1, 49, , 18
2018/8/2, 38, , 15
2018/8/3, 30, , 25
2018/8/4, 36, , 31
2018/8/5, 37, , 40
2018/8/6, 46, , 49
2018/8/7, 63, , 42
2018/8/8, 74, , 
2018/8/9, 77, , 38
2018/8/10, 59, , 18
2018/8/11, 29, , 24
2018/8/12, 32, , 35
2018/8/13, 86, , 47
2018/8/14, 158, , 51
2018/8/15, 143, , 42
2018/8/16, 125, , 36
2018/8/21, 19, , 61
2018/8/22, 19, , 31
2018/8/23, 19, , 22
2018/8/24, 46, , 22
2018/8/25, 58, , 21
2018/8/26, 18, , 23
2018/8/27, 17, , 31
2018/8/28, 30, , 36
2018/8/29, 39, , 21
2018/8/30, 15, , 25
2018/8/31, 11, , 24
2018/9/1, 15, , 31
2018/9/2, 22, , 27
2018/9/3, 22, , 33
2018/9/4, 36, , 37
2018/9/5, 62, , 50
2018/9/6, 62, , 42
2018/9/7, 44, , 27
2018/9/8, 12, , 28
2018/9/9, 15, , 30
2018/9/10, 17, , 24
2018/9/11, 29, , 22
2018/9/12, 27, , 21
2018/9/13, 30, , 25
2018/9/14, 32, , 23
2018/9/15, 32, , 26
2018/9/16, 30, , 24
2018/9/17, 32, , 26
2018/9/18, 34, , 28
2018/9/19, 33, , 24
2018/9/20, 30, , 16
2018/9/21, 32, , 25
2018/9/22, 29, , 27
2018/9/23, 34, , 25
2018/9/24, 34, , 28
2018/9/25, 35, , 31
2018/9/26, 37, , 18
2018/9/27, 38, , 
2018/9/28, 38, , 27
2018/9/29, 39, , 22
2018/9/30, 38, , 19
2018/4/1, 18, , 
2018/4/2, 13, , 
2018/4/3, 19, , 
2018/4/4, 19, , 
2018/4/5, 31, , 
2018/4/6, 33, , 
2018/4/7, 14, , 
2018/4/8, 11, , 
2018/4/9, 15, , 
2018/4/10, 21, , 
2018/4/11, 12, , 
2018/4/12, 9, , 
2018/4/13, 16, , 
2018/4/14, 22, , 
2018/4/15, 15, , 
2018/4/16, 9, , 
2018/4/17, 11, , 
2018/4/18, 15, , 
2018/4/19, 13, , 
2018/4/20, 15, , 
2018/4/21, 13, , 
2018/4/22, 16, , 
2018/4/23, 16, , 
2018/4/24, 18, , 
2018/4/25, 24, , 
2018/4/26, 25, , 
2018/4/27, 21, , 
2018/4/28, 14, , 
2018/4/29, 12, , 
2018/4/30, 14, , 
2018/5/1, 16, , 
2018/5/2, 23, , 
2018/5/3, 28, , 
2018/5/4, 18, , 
2018/5/5, 23, , 
2018/5/6, 26, , 
2018/5/7, 22, , 
2018/5/8, 27, , 
2018/5/9, 14, , 
2018/5/10, 11, , 
2018/5/11, 12, , 
2018/5/12, 18, , 
2018/5/14, 28, , 
2018/5/15, 28, , 
2018/5/16, 18, , 
2018/5/17, 16, , 
2018/5/18, 23, , 
2018/5/19, 31, , 
2018/5/20, 27, , 
2018/5/21, 21, , 
2018/5/22, 25, , 
2018/5/23, 33, , 
2018/5/24, 24, , 
2018/5/25, 22, , 
2018/5/26, 14, , 
2018/5/27, 16, , 
2018/5/28, 16, , 
2018/5/29, 14, , 
2018/5/30, 14, , 
2018/5/31, 13, , 
2018/6/1, 12, , 
2018/6/2, 15, , 
2018/6/3, 17, , 
2018/6/4, 13, , 
2018/6/5, 14, , 
2018/6/6, 17, , 
2018/6/7, 16, , 
2018/6/9, 11, , 
2018/6/10, 10, , 
2018/6/11, 11, , 
2018/6/12, 14, , 
2018/6/13, 13, , 
2018/6/14, 11, , 
2018/6/15, 15, , 
2018/6/16, 16, , 
2018/6/17, 18, , 
2018/6/18, 23, , 
2018/6/19, 28, , 
2018/6/20, 24, , 
2018/6/21, 25, , 
2018/6/22, 20, , 
2018/6/23, 12, , 
2018/6/24, 28, , 
2018/6/25, 13, , 
2018/6/26, 13, , 
2018/6/27, 16, , 
2018/6/28, 16, , 
2018/6/29, 18, , 
2018/6/30, 15, , 
2018/1/1, 63, 14, 
2018/1/2, 24, 16, 
2018/1/3, 33, 18, 
2018/1/4, 41, 28, 
2018/1/5, 65, 22, 
2018/1/6, 46, 17, 
2018/1/7, 36, 20, 
2018/1/8, 46, 20, 
2018/1/9, 42, 13, 
2018/1/10, 19, 16, 
2018/1/11, 30, 13, 
2018/1/12, 17, 17, 
2018/1/13, 33, 18, 
2018/1/14, 40, 19, 
2018/1/15, 40, 20, 
2018/1/16, 46, 21, 
2018/1/17, 49, 16, 
2018/1/18, 29, 16, 
2018/1/19, 31, 15, 
2018/1/20, 28, 15, 
2018/1/21, 25, 16, 
2018/1/22, 29, 16, 
2018/1/23, 29, 17, 
2018/1/24, 35, 12, 
2018/1/25, 15, 14, 
2018/1/26, 23, 13, 
2018/1/27, 17, , 
2018/2/2, 13, 12, 
2018/2/3, 14, 11, 
2018/2/4, 13, 11, 
2018/2/5, 10, 11, 
2018/2/6, 13, 11, 
2018/2/7, 13, 12, 
2018/2/8, 15, 11, 
2018/2/9, 12, 14, 
2018/2/10, 22, 16, 
2018/2/11, 31, 16, 
2018/2/12, 31, 16, 
2018/2/13, 32, 12, 
2018/2/14, 16, 11, 
2018/2/15, 13, 12, 
2018/2/16, 14, 11, 
2018/2/17, 11, 11, 
2018/2/18, 11, 12, 
2018/2/19, 16, 15, 
2018/2/20, 26, 15, 
2018/2/21, 27, 17, 
2018/2/22, 35, 18, 
2018/2/23, 40, 14, 
2018/2/24, 24, 11, 
2018/2/25, 13, 12, 
2018/2/26, 13, 13, 
2018/2/27, 20, 12, 
2018/2/28, 13, 12, 
2018/3/1, 17, 12, 
2018/3/2, 13, 13, 
2018/3/3, 21, 14, 
2018/3/4, 22, 12, 
2018/3/5, 14, 14, 
2018/3/6, 20, 16, 
2018/3/7, 31, 15, 
2018/3/8, 27, 11, 
2018/3/9, 9, , 
2018/3/12, 20, , 
2018/3/13, 25, , 
2018/3/14, 16, , 
2018/3/15, 17, , 
2018/3/16, 14, , 
2018/3/17, 14, , 
2018/3/18, 10, , 
2018/3/19, 13, , 
2018/3/20, 17, , 
2018/3/21, 23, , 
2018/3/22, 18, , 
2018/3/23, 16, , 
2018/3/24, 14, , 
2018/3/25, 14, , 
2018/3/26, 12, , 
2018/3/27, 10, , 
2018/3/28, 14, , 
2018/3/29, 16, , 
2018/3/30, 15, , 
2018/3/31, 20, , 
2017/10/1, 28, 12, 19
2017/10/2, 30, 12, 
2017/10/3, 31, 12, 
2017/10/4, 31, 12, 
2017/10/5, 24, 13, 
2017/10/6, 19, 11, 
2017/10/7, 12, 11, 
2017/10/8, 10, 11, 
2017/10/9, 12, 12, 
2017/10/10, 13, 11, 
2017/10/11, 11, 13, 
2017/10/12, 17, 12, 
2017/10/13, 15, 13, 
2017/10/14, 20, 14, 
2017/10/15, 23, 20, 
2017/10/16, 45, 17, 
2017/10/17, 33, 27, 
2017/10/18, 60, 14, 
2017/10/19, 24, 11, 
2017/10/20, 12, 15, 
2017/10/21, 25, 14, 
2017/10/22, 23, 15, 
2017/10/23, 25, 16, 
2017/10/24, 30, 16, 
2017/10/25, 29, 16, 
2017/10/26, 31, 19, 
2017/10/27, 43, 21, 
2017/10/28, 50, 29, 
2017/10/29, 69, 14, 
2017/10/30, 25, 16, 
2017/10/31, 31, 13, 
2017/11/1, 20, 13, 
2017/11/2, 20, 13, 
2017/11/3, 19, 17, 
2017/11/4, 34, 16, 
2017/11/5, 31, 21, 
2017/11/6, 46, 25, 
2017/11/7, 58, , 
2017/11/9, 39, 19, 
2017/11/10, 42, 19, 
2017/11/11, 41, 24, 
2017/11/12, 56, 19, 
2017/11/13, 39, 13, 
2017/11/14, 18, 13, 
2017/11/15, 18, 13, 
2017/11/16, 22, 13, 
2017/11/17, 19, 17, 
2017/11/18, 36, 25, 
2017/11/19, 55, 17, 
2017/11/20, 33, 17, 
2017/11/21, 35, 24, 
2017/11/22, 56, 19, 
2017/11/23, 39, 12, 
2017/11/24, 15, 17, 
2017/11/25, 34, 16, 
2017/11/26, 31, 14, 
2017/11/27, 21, 17, 
2017/11/28, 35, 13, 
2017/11/29, 20, 18, 
2017/11/30, 40, 22, 
2017/12/1, 48, 27, 
2017/12/2, 61, 11, 
2017/12/3, 12, 13, 
2017/12/4, 18, 16, 
2017/12/5, 31, 19, 
2017/12/6, 48, 23, 
2017/12/7, 57, 19, 
2017/12/8, 42, 20, 
2017/12/9, 48, 19, 
2017/12/10, 44, 18, 
2017/12/11, 41, 20, 
2017/12/12, 46, 22, 
2017/12/13, 53, 19, 
2017/12/14, 41, 19, 
2017/12/15, 41, 13, 
2017/12/16, 19, 16, 
2017/12/17, 29, 13, 
2017/12/18, 19, 17, 
2017/12/19, 32, 12, 
2017/12/20, 14, 15, 
2017/12/21, 25, 13, 
2017/12/22, 19, 15, 
2017/12/23, 28, 16, 
2017/12/24, 33, 19, 
2017/12/25, 40, 21, 
2017/12/26, 51, 25, 
2017/12/27, 60, 34, 
2017/12/28, 78, 37, 
2017/12/29, 84, 14, 
2017/12/30, 21, 13, 
2017/12/31, 21, 29, 
2017/7/1, 23, 13, 27
2017/7/2, 18, 12, 31
2017/7/3, 14, 13, 40
2017/7/4, 19, 15, 40
2017/7/5, 27, 15, 33
2017/7/6, 28, 14, 29
2017/7/7, 31, 14, 37
2017/7/8, 36, 12, 26
2017/7/9, 32, 12, 31
2017/7/10, 29, 12, 29
2017/7/11, 30, 13, 39
2017/7/12, 33, 13, 33
2017/7/13, 33, 14, 43
2017/7/14, 35, 13, 30
2017/7/15, 34, 12, 25
2017/7/16, 30, 12, 33
2017/7/17, 31, 13, 39
2017/7/18, 33, 12, 33
2017/7/19, 31, 12, 28
2017/7/20, 32, 14, 36
2017/7/21, 36, 13, 26
2017/7/22, 33, 13, 30
2017/7/23, 34, 14, 41
2017/7/24, 38, 15, 44
2017/7/25, 40, 14, 34
2017/7/26, 36, 12, 25
2017/7/27, 29, 12, 37
2017/7/28, 30, 13, 33
2017/7/29, 34, 12, 26
2017/7/30, 31, 12, 43
2017/7/31, 31, 15, 47
2017/8/1, 39, 43, 60
2017/8/2, 97, 57, 53
2017/8/3, 122, 48, 56
2017/8/4, 102, 19, 42
2017/8/5, 46, 22, 44
2017/8/6, 54, 37, 55
2017/8/7, 78, 40, 59
2017/8/8, 83, 41, 63
2017/8/9, 85, 47, 56
2017/8/10, 94, 46, 57
2017/8/11, 92, 23, 36
2017/8/12, 57, 12, 17
2017/8/13, 31, 13, 15
2017/8/14, 33, 13, 23
2017/8/15, 35, , 8
2017/8/16, 36, 12, 6
2017/8/17, 29, , 23
2017/8/18, 31, , 32
2017/8/19, 32, , 31
2017/8/20, 38, 15, 34
2017/8/21, 40, 20, 40
2017/8/22, 50, 19, 28
2017/8/23, 47, 12, 31
2017/8/24, 30, 12, 35
2017/8/25, 32, 16, 42
2017/8/26, 41, 23, 44
2017/8/27, 57, 26, 44
2017/8/28, 62, 46, 53
2017/8/29, 94, 19, 33
2017/8/30, 46, 12, 26
2017/8/31, 30, 13, 40
2017/9/1, 34, 19, 53
2017/9/2, 50, 64, 39
2017/9/3, 133, 70, 38
2017/9/4, 144, 58, 34
2017/9/5, 108, , 
2017/9/9, 99, 70, 35
2017/9/10, 118, 58, 40
2017/9/11, 118, 59, 39
2017/9/12, 115, 93, 39
2017/9/13, 162, 85, 32
2017/9/14, 147, 128, 32
2017/9/15, 191, 32, 29
2017/9/16, 70, 49, 30
2017/9/17, 101, 14, 25
2017/9/18, 36, 11, 25
2017/9/19, 29, 11, 28
2017/9/20, 28, 12, 23
2017/9/21, 30, 14, 20
2017/9/22, 36, 14, 26
2017/9/23, 37, 14, 23
2017/9/24, 38, 13, 25
2017/9/25, 34, 12, 22
2017/9/26, 31, 13, 30
2017/9/27, 35, 15, 30
2017/9/28, 40, 14, 26
2017/9/29, 36, 12, 29
2017/9/30, 30, 11, 28
2017/6/9, 13, 11, 
2017/6/10, 11, 12, 
2017/6/11, 13, 12, 2
2017/6/12, 14, , 
2017/6/15, 24, 12, 2
2017/6/16, 14, 12, 
2017/6/17, 14, 11, 
2017/6/18, 12, 12, 
2017/6/19, 16, 12, 
2017/6/20, 14, 12, 
2017/6/21, 15, 13, 
2017/6/22, 18, 13, 
2017/6/23, 18, 13, 
2017/6/24, 20, 13, 
2017/6/25, 21, , 
2017/1/2, 22, 13, 
2017/1/3, 19, 13, 
2017/1/4, 20, 15, 
2017/1/5, 28, 18, 
2017/1/6, 37, 25, 
2017/1/7, 60, 23, 
2017/1/8, 55, 23, 
2017/1/9, 55, 22, 
2017/1/10, 49, 13, 
2017/1/11, 21, 20, 
2017/1/12, 45, 26, 
2017/1/13, 61, 32, 
2017/1/14, 73, 30, 
2017/1/15, 68, 22, 
2017/1/16, 52, 30, 
2017/1/17, 68, 35, 
2017/1/18, 79, 38, 
2017/1/19, 84, 33, 
2017/1/20, 75, 30, 
2017/1/21, 68, 26, 
2017/1/22, 60, 26, 
2017/1/23, 60, 18, 
2017/1/24, 36, 21, 
2017/1/25, 50, 29, 
2017/1/26, 67, 21, 
2017/1/27, 46, 19, 
2017/1/28, 43, 23, 
2017/1/29, 55, 26, 
2017/1/30, 61, 28, 
2017/1/31, 65, 18, 
2017/2/1, 37, 17, 
2017/2/2, 35, 20, 
2017/2/3, 46, 31, 
2017/2/4, 70, 33, 
2017/2/5, 74, 15, 
2017/2/6, 23, 16, 
2017/2/7, 31, 21, 
2017/2/8, 47, 23, 
2017/2/9, 52, 17, 
2017/2/10, 32, 13, 
2017/2/11, 17, 17, 
2017/2/12, 36, 22, 
2017/2/13, 52, 29, 
2017/2/14, 67, 39, 
2017/2/15, 87, 41, 
2017/2/16, 93, 15, 
2017/2/17, 28, 22, 
2017/2/18, 52, 23, 
2017/2/19, 52, 16, 
2017/2/20, 29, 13, 
2017/2/21, 17, 12, 
2017/2/22, 17, 12, 
2017/2/23, 15, 14, 
2017/2/24, 24, 14, 
2017/2/25, 25, 13, 
2017/2/26, 19, 13, 
2017/2/27, 17, 12, 
2017/2/28, 14, 12, 
2017/3/1, 15, 14, 
2017/3/2, 24, 14, 
2017/3/3, 22, 12, 
2017/3/4, 14, 11, 
2017/3/5, 13, 12, 
2017/3/6, 13, 15, 
2017/3/7, 28, 12, 
2017/3/8, 13, 18, 
2017/3/9, 39, 14, 
2017/3/10, 21, 14, 
2017/3/11, 24, 13, 
2017/3/12, 18, , 
2017/3/13, 33, 16, 
2017/3/14, 35, 15, 
2017/3/15, 26, 12, 
2017/3/16, 15, 16, 
2017/3/17, 30, 22, 
2017/3/18, 33, , 
2017/3/19, 20, 13, 
2017/3/20, 25, 17, 
2017/3/21, 37, 21, 
2017/3/22, 31, 13, 
2017/3/23, 16, 13, 
2017/3/24, 19, 12, 
2017/3/25, 15, 13, 
2017/3/26, 20, 13, 
2017/3/27, 18, 12, 
2017/3/28, 16, 14, 
2017/3/29, 22, 11, 
2017/3/30, 11, 13, 
2017/3/31, 18, 13, 
2017/4/1, 18, 13, 
2017/4/2, 18, , 
2016/10/1, 33, 11, 30
2016/10/2, 28, 11, 27
2016/10/3, 28, 11, 11
2016/10/4, 13, 12, 
2016/10/5, 14, 12, 
2016/10/6, 15, 12, 
2016/10/7, 17, 13, 
2016/10/8, 20, 12, 
2016/10/9, 13, 12, 
2016/10/10, 14, 14, 
2016/10/11, 24, 14, 
2016/10/12, 24, 24, 
2016/10/13, 52, 14, 
2016/10/14, 22, 12, 
2016/10/15, 16, 13, 
2016/10/16, 17, 13, 
2016/10/17, 18, 15, 
2016/10/18, 28, 18, 
2016/10/19, 37, 18, 
2016/10/20, 37, 21, 
2016/10/21, 49, , 
2016/10/23, 34, 18, 
2016/10/24, 40, 18, 
2016/10/25, 41, 19, 
2016/10/26, 44, 13, 
2016/10/27, 18, 15, 
2016/10/28, 28, 18, 
2016/10/29, 38, 20, 
2016/10/30, 49, 14, 
2016/10/31, 25, 15, 
2016/11/1, 27, 16, 
2016/11/2, 33, 17, 
2016/11/3, 34, 19, 
2016/11/4, 42, 27, 
2016/11/5, 63, 14, 
2016/11/6, 23, 14, 
2016/11/7, 23, 15, 
2016/11/8, 28, 17, 
2016/11/9, 35, 22, 
2016/11/10, 48, 30, 
2016/11/11, 69, 29, 
2016/11/12, 63, 19, 
